"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"23112","愛知県","名古屋市","なごやし","南区","みなみく","",""
"23113","愛知県","名古屋市","なごやし","守山区","もりやまく","",""
"23114","愛知県","名古屋市","なごやし","緑区","みどりく","",""
"23115","愛知県","名古屋市","なごやし","名東区","めいとうく","1975-02-01","有"
"23116","愛知県","名古屋市","なごやし","天白区","てんぱくく","1975-02-01","有"
"23201","愛知県","","","豊橋市","とよはしし","1999-04-01","有"
"23202","愛知県","","","岡崎市","おかざきし","2006-04-01","有"
"23203","愛知県","","","一宮市","いちのみやし","2021-04-01","有"
"23204","愛知県","","","瀬戸市","せとし","2017-04-01","有"
"23205","愛知県","","","半田市","はんだし","1995-09-01","有"
"23206","愛知県","","","春日井市","かすがいし","2001-04-01","有"
"23207","愛知県","","","豊川市","とよかわし","2010-02-01","有"
"23208","愛知県","","","津島市","つしまし","1996-07-01","有"
"23209","愛知県","","","碧南市","へきなんし","1977-12-01","有"
"23210","愛知県","","","刈谷市","かりやし","1994-05-01","有"
"23211","愛知県","","","豊田市","とよたし","2005-04-01","有"
"23212","愛知県","","","安城市","あんじょうし","2006-04-01","有"
"23213","愛知県","","","西尾市","にしおし","2011-04-01","有"
"23214","愛知県","","","蒲郡市","がまごおりし","1981-01-01","有"
"23215","愛知県","","","犬山市","いぬやまし","1983-03-01","有"
"23216","愛知県","","","常滑市","とこなめし","2000-12-01","有"
"23217","愛知県","","","江南市","こうなんし","2006-04-01","有"
"23219","愛知県","","","小牧市","こまきし","1983-03-01","有"
"23220","愛知県","","","稲沢市","いなざわし","2011-04-01","有"
"23221","愛知県","","","新城市","しんしろし","2005-10-01","有"
"23222","愛知県","","","東海市","とうかいし","2022-04-01","有"
"23223","愛知県","","","大府市","おおぶし","2022-04-01","有"
"23224","愛知県","","","知多市","ちたし","2000-12-01","有"
"23225","愛知県","","","知立市","ちりゅうし","2004-05-01","有"
"23226","愛知県","","","尾張旭市","おわりあさひし","2017-04-01","有"
"23227","愛知県","","","高浜市","たかはまし","1991-01-02","有"
"23228","愛知県","","","岩倉市","いわくらし","1998-10-01","有"
"23229","愛知県","","","豊明市","とよあけし","2007-04-01","有"
"23230","愛知県","","","日進市","にっしんし","1995-09-01","有"
"23231","愛知県","","","田原市","たはらし","2005-10-01","有"
"23232","愛知県","","","愛西市","あいさいし","2005-09-01","有"
"23233","愛知県","","","清須市","きよすし","2011-04-01","有"
"23234","愛知県","","","北名古屋市","きたなごやし","2006-03-20","有"
"23235","愛知県","","","弥富市","やとみし","2006-04-01","有"
"23236","愛知県","","","みよし市","みよしし","2010-01-04","有"
"23237","愛知県","","","あま市","あまし","2010-03-22","有"
"23238","愛知県","","","長久手市","ながくてし","2012-01-04","有"
"23302","愛知県","愛知郡","あいちぐん","東郷町","とうごうちょう","2007-04-01","有"
"23342","愛知県","西春日井郡","にしかすがいぐん","豊山町","とよやまちょう","1972-04-01","有"
"23361","愛知県","丹羽郡","にわぐん","大口町","おおぐちちょう","2006-04-01","有"
"23362","愛知県","丹羽郡","にわぐん","扶桑町","ふそうちょう","1983-02-01","有"
"23424","愛知県","海部郡","あまぐん","大治町","おおはるちょう","1975-04-01","有"
"23425","愛知県","海部郡","あまぐん","蟹江町","かにえちょう","1996-07-01","有"
"23427","愛知県","海部郡","あまぐん","飛島村","とびしまむら","1972-01-25","有"
"23441","愛知県","知多郡","ちたぐん","阿久比町","あぐいちょう","1999-09-01","有"
"23442","愛知県","知多郡","ちたぐん","東浦町","ひがしうらちょう","1988-04-01","有"
"23445","愛知県","知多郡","ちたぐん","南知多町","みなみちたちょう","1992-01-04","有"
"23446","愛知県","知多郡","ちたぐん","美浜町","みはまちょう","1993-02-01","有"
"23447","愛知県","知多郡","ちたぐん","武豊町","たけとよちょう","1999-08-01","有"
"23501","愛知県","額田郡","ぬかたぐん","幸田町","こうたちょう","1975-07-01","有"
"23561","愛知県","北設楽郡","きたしたらぐん","設楽町","したらちょう","2005-10-01","有"
"23562","愛知県","北設楽郡","きたしたらぐん","東栄町","とうえいちょう","",""
"23563","愛知県","北設楽郡","きたしたらぐん","豊根村","とよねむら","2005-11-27","有"
"24201","三重県","","","津市","つし","2006-01-01","有"
"24202","三重県","","","四日市市","よっかいちし","2005-02-07","有"
"24203","三重県","","","伊勢市","いせし","2006-04-01","有"
"24204","三重県","","","松阪市","まつさかし","2005-01-01","有"
"24205","三重県","","","桑名市","くわなし","2004-12-06","有"
"24207","三重県","","","鈴鹿市","すずかし","1998-10-01","有"
"24208","三重県","","","名張市","なばりし","",""
"24209","三重県","","","尾鷲市","おわせし","",""
"24210","三重県","","","亀山市","かめやまし","2005-01-11","有"
"24211","三重県","","","鳥羽市","とばし","",""
"24212","三重県","","","熊野市","くまのし","2005-11-01","有"
"24214","三重県","","","いなべ市","いなべし","2003-12-01","有"
"24215","三重県","","","志摩市","しまし","2004-10-01","有"
"24216","三重県","","","伊賀市","いがし","2004-11-01","有"
"24303","三重県","桑名郡","くわなぐん","木曽岬町","きそさきちょう","1996-05-30","有"
"24324","三重県","員弁郡","いなべぐん","東員町","とういんちょう","1998-04-01","有"
"24341","三重県","三重郡","みえぐん","菰野町","こものちょう","1987-04-01","有"
"24343","三重県","三重郡","みえぐん","朝日町","あさひちょう","",""
"24344","三重県","三重郡","みえぐん","川越町","かわごえちょう","",""
"24441","三重県","多気郡","たきぐん","多気町","たきちょう","2006-01-01","有"
"24442","三重県","多気郡","たきぐん","明和町","めいわちょう","2002-05-17","有"
"24443","三重県","多気郡","たきぐん","大台町","おおだいちょう","2006-01-10","有"
"24461","三重県","度会郡","わたらいぐん","玉城町","たまきちょう","2006-04-01","有"
"24470","三重県","度会郡","わたらいぐん","度会町","わたらいちょう","",""
"24471","三重県","度会郡","わたらいぐん","大紀町","たいきちょう","2005-02-14","有"
"24472","三重県","度会郡","わたらいぐん","南伊勢町","みなみいせちょう","2005-10-01","有"
"24543","三重県","北牟婁郡","きたむろぐん","紀北町","きほくちょう","2005-10-11","有"
"24561","三重県","南牟婁郡","みなみむろぐん","御浜町","みはまちょう","1983-10-01","有"
"24562","三重県","南牟婁郡","みなみむろぐん","紀宝町","きほうちょう","2006-01-10","有"
"25201","滋賀県","","","大津市","おおつし","2009-04-01","有"
"25202","滋賀県","","","彦根市","ひこねし","2011-01-07","有"
"25203","滋賀県","","","長浜市","ながはまし","2010-01-01","有"
"25204","滋賀県","","","近江八幡市","おうみはちまんし","2010-03-21","有"
"25206","滋賀県","","","草津市","くさつし","2007-09-28","有"
"25207","滋賀県","","","守山市","もりやまし","2010-07-30","有"
"25208","滋賀県","","","栗東市","りっとうし","2001-10-01","有"
"25209","滋賀県","","","甲賀市","こうかし","2004-10-01","有"
"25210","滋賀県","","","野洲市","やすし","2010-07-30","有"
"25211","滋賀県","","","湖南市","こなんし","2004-10-01","有"
"25212","滋賀県","","","高島市","たかしまし","2007-09-28","有"
"25213","滋賀県","","","東近江市","ひがしおうみし","2007-09-28","有"
"25214","滋賀県","","","米原市","まいばらし","2007-09-28","有"
"25383","滋賀県","蒲生郡","がもうぐん","日野町","ひのちょう","1989-03-01","有"
"25384","滋賀県","蒲生郡","がもうぐん","竜王町","りゅうおうちょう","1985-12-01","有"
"25425","滋賀県","愛知郡","えちぐん","愛荘町","あいしょうちょう","2011-01-07","有"
"25441","滋賀県","犬上郡","いぬかみぐん","豊郷町","とよさとちょう","1994-12-09","有"
"25442","滋賀県","犬上郡","いぬかみぐん","甲良町","こうらちょう","2002-06-24","有"
"25443","滋賀県","犬上郡","いぬかみぐん","多賀町","たがちょう","",""
"26100","京都府","京都市","きょうとし","","","2004-12-20","有"
"26101","京都府","京都市","きょうとし","北区","きたく","",""
"26102","京都府","京都市","きょうとし","上京区","かみぎょうく","",""
"26103","京都府","京都市","きょうとし","左京区","さきょうく","",""
"26104","京都府","京都市","きょうとし","中京区","なかぎょうく","",""
"26105","京都府","京都市","きょうとし","東山区","ひがしやまく","1976-10-01","有"
"26106","京都府","京都市","きょうとし","下京区","しもぎょうく","",""
"26107","京都府","京都市","きょうとし","南区","みなみく","",""
"26108","京都府","京都市","きょうとし","右京区","うきょうく","2005-04-01","有"
"26109","京都府","京都市","きょうとし","伏見区","ふしみく","",""
"26110","京都府","京都市","きょうとし","山科区","やましなく","1976-10-01","有"
"26111","京都府","京都市","きょうとし","西京区","にしきょうく","1976-10-01","有"
"26201","京都府","","","福知山市","ふくちやまし","2006-01-01","有"
"26202","京都府","","","舞鶴市","まいづるし","",""
"26203","京都府","","","綾部市","あやべし","1998-03-12","有"
"26204","京都府","","","宇治市","うじし","2004-12-20","有"
"26205","京都府","","","宮津市","みやづし","2013-09-30","有"
"26206","京都府","","","亀岡市","かめおかし","1988-09-01","有"
"26207","京都府","","","城陽市","じょうようし","1972-05-03","有"
"26208","京都府","","","向日市","むこうし","1972-10-01","有"
"26209","京都府","","","長岡京市","ながおかきょうし","1972-10-01","有"
"26210","京都府","","","八幡市","やわたし","1979-02-01","有"
"26211","京都府","","","京田辺市","きょうたなべし","1997-04-01","有"
"26212","京都府","","","京丹後市","きょうたんごし","2004-04-01","有"
"26213","京都府","","","南丹市","なんたんし","2006-01-01","有"
"26214","京都府","","","木津川市","きづがわし","2007-03-12","有"
"26303","京都府","乙訓郡","おとくにぐん","大山崎町","おおやまざきちょう","",""
"26322","京都府","久世郡","くせぐん","久御山町","くみやまちょう","2003-12-25","有"
"26343","京都府","綴喜郡","つづきぐん","井手町","いでちょう","",""
"26344","京都府","綴喜郡","つづきぐん","宇治田原町","うじたわらちょう","",""
"26364","京都府","相楽郡","そうらくぐん","笠置町","かさぎちょう","",""
"26365","京都府","相楽郡","そうらくぐん","和束町","わづかちょう","",""
"26366","京都府","相楽郡","そうらくぐん","精華町","せいかちょう","1979-05-01","有"
"26367","京都府","相楽郡","そうらくぐん","南山城村","みなみやましろむら","",""
"26407","京都府","船井郡","ふないぐん","京丹波町","きょうたんばちょう","2005-10-11","有"
"26463","京都府","与謝郡","よさぐん","伊根町","いねちょう","1988-02-01","有"
"26465","京都府","与謝郡","よさぐん","与謝野町","よさのちょう","2013-09-30","有"
"27100","大阪府","大阪市","おおさかし","","","1986-05-01","有"
"27102","大阪府","大阪市","おおさかし","都島区","みやこじまく","",""
"27103","大阪府","大阪市","おおさかし","福島区","ふくしまく","",""
"27104","大阪府","大阪市","おおさかし","此花区","このはなく","",""
"27106","大阪府","大阪市","おおさかし","西区","にしく","",""
"27107","大阪府","大阪市","おおさかし","港区","みなとく","",""
"27108","大阪府","大阪市","おおさかし","大正区","たいしょうく","",""
"27109","大阪府","大阪市","おおさかし","天王寺区","てんのうじく","",""
"27111","大阪府","大阪市","おおさかし","浪速区","なにわく","",""
"27113","大阪府","大阪市","おおさかし","西淀川区","にしよどがわく","",""
"27114","大阪府","大阪市","おおさかし","東淀川区","ひがしよどがわく","1974-07-22","有"
"27115","大阪府","大阪市","おおさかし","東成区","ひがしなりく","",""
"27116","大阪府","大阪市","おおさかし","生野区","いくのく","",""
"27117","大阪府","大阪市","おおさかし","旭区","あさひく","",""
"27118","大阪府","大阪市","おおさかし","城東区","じょうとうく","1974-07-22","有"
"27119","大阪府","大阪市","おおさかし","阿倍野区","あべのく","",""
"27120","大阪府","大阪市","おおさかし","住吉区","すみよしく","1974-07-22","有"
"27121","大阪府","大阪市","おおさかし","東住吉区","ひがしすみよしく","1974-07-22","有"
"27122","大阪府","大阪市","おおさかし","西成区","にしなりく","",""
"27123","大阪府","大阪市","おおさかし","淀川区","よどがわく","1974-07-22","有"
"27124","大阪府","大阪市","おおさかし","鶴見区","つるみく","1974-07-22","有"
"27125","大阪府","大阪市","おおさかし","住之江区","すみのえく","1974-07-22","有"
"27126","大阪府","大阪市","おおさかし","平野区","ひらのく","1974-07-22","有"
"27127","大阪府","大阪市","おおさかし","北区","きたく","1989-02-13","有"
"27128","大阪府","大阪市","おおさかし","中央区","ちゅうおうく","1989-02-13","有"
"27140","大阪府","堺市","さかいし","","","2006-04-01","有"
"27141","大阪府","堺市","さかいし","堺区","さかいく","2006-04-01","有"
"27142","大阪府","堺市","さかいし","中区","なかく","2006-04-01","有"
"27143","大阪府","堺市","さかいし","東区","ひがしく","2006-04-01","有"
"27144","大阪府","堺市","さかいし","西区","にしく","2006-04-01","有"
"27145","大阪府","堺市","さかいし","南区","みなみく","2006-04-01","有"
"27146","大阪府","堺市","さかいし","北区","きたく","2006-04-01","有"
"27147","大阪府","堺市","さかいし","美原区","みはらく","2006-04-01","有"
"27202","大阪府","","","岸和田市","きしわだし","2007-08-01","有"
"27203","大阪府","","","豊中市","とよなかし","2012-04-01","有"
"27204","大阪府","","","池田市","いけだし","",""
"27205","大阪府","","","吹田市","すいたし","2020-04-01","有"
